"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","PTS"
"Jake Eder","WSH","SP","17.2","14","1","0","4.76","1.42","9","18","7","2","15","0","1","0","46"
"Jaden Woods","PIT","RP","17.1","14","1","0","4.77","1.50","9","17","8","2","17","0","1","0","46"
"Zach Brzykcy","MIA","RP","15.8","15","1","0","4.95","1.56","9","16","9","2","17","0","1","0","46"
"Austin Cox","","RP","16.3","15","1","0","5.25","1.57","10","17","9","3","10","0","1","0","46"
"Manuel Rodriguez","TB","RP","15.3","14","1","0","3.70","1.24","6","14","5","1","15","0","1","0","45"
"Trevor Stephan","CLE","RP","15.1","14","1","0","4.30","1.32","7","14","6","2","15","0","1","0","45"
"Sammy Peralta","MIL","RP","15.7","14","1","0","4.33","1.33","8","15","5","2","13","0","1","0","45"
"Caleb Kilian","SF","RP","18.0","13","1","0","4.41","1.38","9","19","6","2","18","0","1","0","45"
"Seth Martinez","BOS","RP","16.4","14","1","0","4.56","1.38","8","16","6","2","16","0","1","0","45"
"Jhancarlos Lara","ATL","SP,RP","13.2","15","1","0","4.32","1.48","6","12","8","1","13","0","1","0","45"
"Nate Lavender","NYM","RP","14.2","15","1","0","4.74","1.44","8","13","8","2","14","0","1","0","45"
"Tejay Antone","CIN","SP,RP","17.4","14","1","0","5.01","1.49","10","18","8","2","17","0","1","0","45"
"Spencer Miles","TOR","SP","14.6","14","1","0","4.15","1.35","7","14","6","2","14","0","1","0","44"
"Joe Ross","ARI","RP","17.4","13","1","0","4.70","1.42","9","18","7","2","13","1","1","0","44"
"Hayden Durke","ARI","","14.0","14","1","0","4.49","1.53","7","13","9","2","14","0","1","0","44"
"Sean Reynolds","","RP","15.6","14","1","0","4.90","1.66","9","14","13","2","13","0","1","0","44"
"Shane Murphy","CWS","","18.3","12","1","0","4.52","1.32","9","20","5","3","18","0","1","0","43"
"Matt Bowman","MIN","RP","16.5","13","1","0","4.75","1.38","9","17","6","2","14","0","1","0","43"
"Jurrangelo Cijntje","STL","SP","16.6","13","1","0","4.62","1.45","9","17","8","3","4","4","1","0","43"
"Felix Bautista","BAL","RP","10.7","14","1","0","3.24","1.18","4","8","5","1","11","0","1","0","42"
"Dillon Tate","","RP","14.5","13","1","0","4.03","1.34","7","13","7","1","13","0","1","0","42"
"David Sandlin","CWS","SP,RP","15.2","13","1","0","4.46","1.33","8","15","5","2","15","0","1","0","42"
"Packy Naughton","STL","SP,RP","14.0","13","1","0","4.27","1.37","7","14","5","2","14","0","1","0","42"
"Adam Macko","TOR","SP,RP","14.8","13","1","0","4.52","1.39","7","14","6","2","12","1","1","0","42"
"Juan Sanchez","SF","","14.0","13","1","0","4.77","1.49","7","14","7","2","14","0","1","0","42"
"Brandon Waddell","NYM","RP","15.3","13","1","0","4.86","1.47","8","16","7","2","5","0","1","0","42"
"Anthony Veneziano","","RP","15.3","13","1","0","4.71","1.60","8","16","9","2","15","1","1","0","42"
"Sean Guenther","DET","RP","15.8","12","1","0","3.84","1.29","7","15","5","2","15","0","1","0","41"
"Tink Hence","STL","SP","13.3","13","1","0","4.18","1.37","6","12","6","2","5","2","1","0","41"
"Didier Fuentes","ATL","SP","13.8","13","1","0","4.73","1.36","7","14","5","2","4","3","1","0","41"
"Tom Cosgrove","HOU","RP","13.9","13","1","0","4.69","1.42","7","13","7","2","14","0","1","0","41"
"Jeff Criswell","COL","RP","13.1","13","1","0","4.86","1.46","7","13","6","2","12","0","1","0","41"
"Isaiah Campbell","ARI","RP","16.4","12","1","0","4.69","1.45","9","18","6","2","14","0","1","0","41"
"Lucas Sims","CWS","RP","15.2","15","0","0","5.22","1.53","9","13","10","2","16","0","1","0","41"
"Ixan Henderson","STL","SP","14.0","12","1","0","3.85","1.35","6","12","7","1","12","1","1","0","40"
"Bryan Hoeing","SD","RP","14.7","12","1","0","4.17","1.33","7","14","5","2","12","0","1","0","40"
"Evan Reifert","TB","RP","11.3","13","1","0","4.08","1.38","5","10","6","1","11","0","1","0","40"
"Ben Bowden","ATH","RP","12.1","13","1","0","4.48","1.49","6","11","8","1","14","0","1","0","40"
"Matt Waldron","SD","SP","15.2","12","1","0","5.01","1.38","8","16","5","2","4","3","1","0","40"
"Cal Quantrill","TEX","SP","15.3","12","1","0","5.06","1.40","9","16","5","2","5","3","1","0","40"
"Thomas Hatch","ARI","SP,RP","15.9","12","1","0","4.92","1.45","9","17","6","2","7","0","1","0","40"
"Omar Cruz","SD","RP","12.7","13","1","0","5.30","1.69","8","12","10","2","6","1","1","0","40"
"Michael Arias","NYY","RP","12.5","13","1","0","5.77","2.04","8","12","14","2","11","0","1","0","40"
"Brendan Beck","NYY","SP","13.9","12","1","0","4.41","1.26","7","14","4","2","14","0","1","0","39"
"Angel Perdomo","LAA","RP","11.4","13","1","0","4.43","1.38","6","9","6","1","11","0","1","0","39"
"Scott Effross","DET","RP","15.8","11","1","0","4.43","1.41","8","17","5","1","16","0","1","0","39"
"Yunior Marte","CIN","RP","13.2","12","1","0","4.96","1.46","7","13","6","2","13","0","1","0","39"
"Josh Fleming","TOR","SP,RP","18.6","10","1","0","4.62","1.44","10","20","7","2","11","0","1","0","39"
"Tyler Mattison","DET","RP","13.0","12","1","0","4.74","1.56","7","12","8","2","13","0","1","0","39"
"Tyson Miller","CWS","RP","14.3","12","1","0","5.03","1.48","8","14","7","2","14","0","1","0","39"
"Beau Burrows","PIT","RP","14.3","12","1","0","5.04","1.58","8","14","9","3","14","0","1","0","39"
"Carson Ragsdale","","SP,RP","13.9","12","1","0","5.18","1.58","8","14","9","3","5","1","1","0","39"
"Ty Johnson","TB","SP,RP","11.8","12","1","0","4.10","1.25","5","10","4","1","2","2","1","0","38"
"Freddy Tarnok","","SP,RP","12.6","12","1","0","4.65","1.43","7","11","7","2","7","1","1","0","38"
"Sam Benschoter","CIN","RP","14.6","11","1","0","4.70","1.41","8","15","5","2","13","0","1","0","38"
"Ben Kudrna","KC","SP","14.6","11","1","0","4.99","1.52","8","16","7","2","8","2","1","0","38"
"Wilber Dotel","PIT","SP","13.4","11","1","0","4.66","1.40","7","13","5","2","12","0","1","0","37"
"Dom Hamel","NYY","SP,RP","14.1","13","0","0","4.61","1.39","7","14","6","2","14","0","1","0","37"
"Tyler Zuber","MIA","RP","11.6","12","1","0","5.43","1.55","7","12","7","2","10","0","1","0","37"
"Eduardo Salazar","MIN","RP","13.6","11","1","0","5.28","1.69","8","15","8","2","14","0","1","0","37"
"Jarlin Susana","WSH","SP","9.0","12","1","0","4.48","1.55","5","7","7","1","2","2","1","0","36"
"Peter Lambert","HOU","SP,RP","12.0","11","1","0","4.64","1.44","6","12","5","2","12","0","0","0","36"
"Connor Seabold","TOR","RP","13.0","11","1","0","5.20","1.46","8","14","6","3","7","1","1","0","36"
"Ky Bush","CWS","SP","14.5","10","1","0","5.21","1.54","8","15","8","2","4","3","1","0","36"
"Enoli Paredes","BAL","RP","9.6","11","1","0","3.75","1.35","4","8","6","1","8","0","1","0","35"
"Mitch Bratt","ARI","SP","13.6","10","1","0","4.39","1.28","7","14","3","2","4","3","1","0","35"
"Henry Baez","ATH","SP","13.2","10","1","0","4.33","1.40","6","13","5","1","11","0","0","0","35"
"Josh Staumont","CIN","RP","11.2","11","1","0","4.74","1.46","6","10","6","1","11","0","1","0","35"
"Anthony Maldonado","HOU","RP","11.1","11","1","0","5.26","1.57","7","11","7","2","11","0","1","0","35"
"Walbert Urena","LAA","SP","13.4","10","1","0","5.00","1.57","7","14","7","1","11","0","1","0","35"
"Jack Little","DET","RP","11.6","10","1","0","4.27","1.34","6","11","5","1","8","0","1","0","34"
"A.J. Causey","ATH","","12.1","10","1","0","4.41","1.38","6","12","5","2","12","0","1","0","34"
"Collin Snider","CHC","RP","11.9","10","1","0","4.54","1.36","6","12","4","2","12","0","1","0","34"
"Tate Kuehner","MIL","","11.4","10","1","0","4.35","1.41","5","10","6","1","11","0","1","0","34"
"Miguel Castro","LAA","RP","12.2","10","1","0","4.65","1.38","6","11","6","2","13","0","0","0","34"
"Christian Montes De Oca","ARI","RP","12.2","10","1","0","4.81","1.40","7","13","5","2","5","0","1","0","34"
"Ethan Pecko","HOU","SP","10.9","10","1","0","4.13","1.38","5","10","6","2","3","3","1","0","33"
"Joe La Sorsa","PIT","RP","13.4","9","1","0","4.28","1.41","6","13","6","1","11","0","1","0","33"
"Nick Burdi","NYM","RP","10.5","12","0","0","3.80","1.33","4","9","5","1","11","0","0","0","33"
"Tanner Rainey","DET","RP","12.3","12","0","0","4.50","1.42","6","11","7","2","12","0","0","0","33"
"Brian Van Belle","TB","SP,RP","11.6","9","1","0","4.26","1.33","6","13","3","2","5","1","1","0","32"
"Dugan Darnell","DET","RP","9.2","10","1","0","4.42","1.42","5","8","5","1","8","0","1","0","32"
"Randy Dobnak","SEA","RP","11.8","9","1","0","4.48","1.42","6","12","5","1","9","0","1","0","32"
"Carlos Lagrange","NYY","SP","9.3","10","1","0","4.37","1.62","5","8","8","1","2","2","1","0","32"
"Matt Krook","ATH","RP","9.6","10","1","0","4.70","1.57","5","8","8","1","9","0","1","0","32"
"Carlos Carrasco","ATL","SP","12.2","9","1","0","5.31","1.49","7","14","5","2","3","3","1","0","32"
"Dylan Coleman","NYY","RP","10.2","10","1","0","4.98","1.68","6","9","8","1","11","0","1","0","32"
"Logan VanWey","HOU","RP","10.1","10","1","0","5.19","1.67","6","9","7","1","9","0","0","0","32"
"Sem Robberse","STL","SP","12.3","9","1","0","5.14","1.63","7","14","7","2","10","1","1","0","32"
"Robinson Pina","","SP","10.5","9","1","0","4.27","1.28","5","11","3","2","8","1","1","0","31"
"Trey Gibson","BAL","SP","11.8","11","0","0","4.25","1.34","6","11","5","1","3","3","1","0","31"
"Elvin Rodriguez","","RP","11.6","9","1","0","5.04","1.46","7","13","4","2","3","3","1","0","31"
"Darren McCaughan","CIN","SP,RP","11.1","9","1","0","5.28","1.44","7","13","4","3","4","1","1","0","31"
"Jared Shuster","STL","SP,RP","11.8","9","1","0","5.34","1.65","7","14","6","2","7","1","1","0","31"
"Ben Hess","NYY","SP","9.3","9","1","0","4.34","1.39","5","9","5","2","2","2","1","0","30"
"Anthony Misiewicz","CIN","RP","10.1","9","1","0","4.91","1.34","6","10","4","2","10","0","1","0","30"
"Corbin Martin","CHC","RP","9.8","9","1","0","4.60","1.45","5","9","5","1","10","0","1","0","30"
"Blake Walston","ARI","RP","10.0","9","1","0","4.96","1.49","6","10","5","1","5","1","1","0","30"
"Ken Waldichuk","WSH","SP","11.4","11","0","0","4.55","1.44","6","11","6","1","10","0","1","0","30"
"Austin Pope","ATL","RP","8.6","9","1","0","4.72","1.57","5","9","5","1","5","0","1","0","29"
"Karson Milbrandt","MIA","SP","12.0","10","0","0","4.67","1.49","6","12","6","2","12","0","1","0","29"
"Owen White","","SP,RP","11.8","8","1","0","5.32","1.69","7","13","8","2","6","1","1","0","29"
"Noah Song","BOS","SP","12.0","10","0","0","5.20","1.57","7","13","6","2","12","0","1","0","29"
"Kevin Herget","NYM","RP","9.4","8","1","0","4.14","1.22","4","9","3","1","6","0","0","0","28"
"AJ Smith-Shawver","ATL","SP","9.9","10","0","0","4.08","1.30","4","9","4","1","7","1","0","0","28"
"Nick Frasso","LAD","SP,RP","10.7","8","1","0","5.49","1.78","7","11","8","2","11","1","1","0","28"
"Triston McKenzie","SD","SP","8.9","8","1","0","4.91","1.47","5","9","5","2","8","0","1","0","27"
"Blas Castano","SEA","SP,RP","12.0","9","0","0","4.53","1.38","6","12","4","2","10","0","1","0","27"
"Tommy Henry","ARI","RP","9.0","8","1","0","5.52","1.62","6","10","5","2","2","2","0","0","27"
"Valente Bellozo","COL","SP,RP","12.7","9","0","0","5.06","1.42","7","14","4","2","10","1","1","0","27"
"Francis Pena","SD","RP","8.8","7","1","0","4.44","1.46","4","9","4","1","9","0","1","0","26"
"Jake Miller","CLE","","9.4","7","1","0","4.76","1.44","5","10","4","1","9","0","1","0","26"
"Connor Thomas","MIL","RP","9.4","7","1","0","4.79","1.49","5","11","4","2","4","1","1","0","26"
"Jake Bloss","TOR","SP","11.0","9","0","0","4.57","1.39","6","11","4","2","9","0","0","0","26"
"Jairo Iriarte","CWS","RP","11.2","9","0","0","5.40","1.69","7","11","8","2","10","0","1","0","26"
"Lucas Braun","ATL","SP","7.8","7","1","0","4.05","1.22","4","7","3","1","2","2","0","0","25"
"Tyler Uberstine","BOS","SP","9.8","9","0","0","4.62","1.33","5","10","3","1","4","2","1","0","25"
"Vince Velasquez","CHC","SP","8.7","9","0","0","4.57","1.43","4","8","5","1","8","0","1","0","25"
"Jean Cabrera","PHI","SP","11.8","8","0","0","4.88","1.47","6","12","5","1","3","3","1","0","25"
"Yoniel Curet","PHI","SP","10.4","9","0","0","4.95","1.54","6","10","6","1","5","2","1","0","25"
"Daniel Robert","PHI","RP","8.0","9","0","0","4.25","1.30","4","7","3","1","9","0","0","0","24"
"Michael Mercado","PHI","RP","7.8","7","1","0","5.22","1.74","5","8","6","1","6","0","1","0","24"
"Nick Hernandez","ATH","RP","8.3","9","0","0","5.03","1.41","5","8","4","1","7","0","0","0","24"
"Michael Darrell-Hicks","PIT","RP","10.0","8","0","0","4.79","1.46","5","10","4","1","9","0","0","0","24"
"Elmer Rodriguez","NYY","SP","8.9","8","0","0","4.05","1.36","4","9","3","1","6","1","0","0","23"
"Brody Hopkins","TB","SP","8.5","8","0","0","4.53","1.45","4","8","4","1","2","2","1","0","23"
"Cole Irvin","LAD","SP,RP","10.6","7","0","0","4.86","1.38","6","12","3","2","2","2","1","0","22"
"Julian Merryweather","MIN","RP","8.6","8","0","0","5.28","1.50","5","9","4","1","9","0","0","0","22"
"Casey Kelly","","RP","10.2","5","1","0","6.18","1.86","7","13","6","2","5","1","1","0","22"
"Ryder Ryan","LAD","RP","9.3","7","0","0","4.71","1.44","5","10","4","1","9","0","1","0","21"
"Riley Cornelio","WSH","SP","9.7","7","0","0","5.43","1.56","6","11","4","1","3","2","1","0","21"
"Dale Stanavich","MIA","","8.1","7","0","0","4.54","1.54","4","8","5","1","8","0","1","0","20"
"Bryce Montes de Oca","WSH","RP","6.0","7","0","0","4.27","1.45","3","5","3","1","6","0","0","0","19"
"Sauryn Lao","","RP","7.2","6","0","0","3.94","1.29","3","7","3","1","5","0","0","0","18"
"Chen Zhong-Ao Zhuang","ATH","SP","7.8","6","0","0","4.63","1.25","4","8","2","1","8","0","0","0","18"
"Jackson Wolf","SD","SP","7.1","6","0","0","4.31","1.33","3","7","3","1","5","0","0","0","18"
"Jhonathan Diaz","SEA","RP","8.2","6","0","0","4.33","1.35","4","9","2","1","5","1","0","0","18"
"Ben Lively","CLE","SP","7.5","6","0","0","4.82","1.34","4","8","3","2","2","2","1","0","18"
"Jackson Jobe","DET","SP,RP","7.7","6","0","0","4.57","1.41","4","7","4","1","3","1","0","0","18"
"Pete Hansen","STL","SP","8.7","6","0","0","4.78","1.44","5","10","3","1","2","2","1","0","18"
"Marco Gonzales","SD","SP","8.2","6","0","0","4.97","1.44","5","9","3","1","2","2","1","0","18"
"Sean Sullivan","COL","SP","8.6","6","0","0","5.27","1.42","5","10","3","1","2","2","1","0","18"
"Max Kranick","","RP","4.8","4","1","0","3.75","1.25","2","5","2","1","4","0","0","0","17"
"Brandon Walter","HOU","SP","6.4","6","0","0","3.91","1.12","3","6","1","1","1","1","0","0","17"
"Christian MacLeod","MIN","","5.4","4","1","0","4.63","1.59","3","6","2","1","4","1","1","0","17"
"Tucker Davidson","PHI","RP","7.3","6","0","0","4.45","1.38","4","7","3","1","7","0","0","0","17"
"Guillo Zuniga","SEA","RP","7.3","6","0","0","4.47","1.39","4","7","3","1","7","0","0","0","17"
"Eric Torres","BAL","RP","6.0","6","0","0","4.98","1.60","3","6","4","1","6","0","0","0","17"
"K.C. Hunt","MIL","SP","6.2","5","0","0","4.30","1.31","3","6","2","1","6","0","0","0","15"
"Andrew Sears","DET","SP","6.0","5","0","0","4.36","1.37","3","6","2","1","6","0","0","0","15"
"Carson Spiers","CIN","SP,RP","6.6","5","0","0","5.07","1.51","4","7","3","1","2","1","0","0","15"
"Joel Hurtado","LAA","SP","7.8","5","0","0","5.30","1.53","5","9","3","1","7","0","1","0","15"
"Nathan Wiles","","RP","5.9","5","0","0","4.57","1.44","3","7","2","1","6","1","1","0","14"
"Casey Lawrence","SEA","RP","8.2","4","0","0","5.34","1.43","5","10","2","1","2","2","1","0","14"
"Shelby Miller","CHC","RP","3.4","4","0","0","3.84","1.20","1","3","1","0","3","0","0","0","11"
"Nestor German","BAL","SP","2.2","2","0","0","4.04","1.35","1","2","1","1","1","1","0","0","6"
"Alec Marsh","KC","SP","2.3","2","0","0","3.90","1.52","1","3","1","1","1","1","0","0","6"
"Levi Wells","BAL","SP","1.8","2","0","0","5.10","1.70","1","2","1","1","1","1","0","0","5"
"Wilmer Flores","","SP","1.5","1","0","0","6.21","1.38","1","2","1","0","1","1","0","0","3"
""
""
